,S_ID,Model,I_ID,Date,Offer,Month_id,Processor,OS,RAM,Year,,Sales
6228,6229,xps,africa,2017-01-18,no,25,i3,Windows,8,2017,,1
6229,6230,xps,africa,2017-01-19,no,25,i9,Windows,16,2017,,4
6230,6231,xps,africa,2017-01-20,no,25,i9,Windows,16,2017,,3
6231,6232,xps,africa,2017-01-21,no,25,i5,linux,4,2017,,2
6232,6233,xps,africa,2017-01-22,no,25,i7,linux,4,2017,,1
6233,6234,xps,africa,2017-01-23,no,25,i3,linux,8,2017,,6
6234,6235,xps,africa,2017-01-24,no,25,i5,Windows,16,2017,,3
6235,6236,xps,africa,2017-01-25,no,25,i5,linux,4,2017,,1
6236,6237,xps,africa,2017-01-26,no,25,i9,linux,8,2017,,3
6237,6238,xps,africa,2017-01-27,no,25,i5,linux,16,2017,,1
6238,6239,xps,africa,2017-01-28,no,25,i3,Windows,8,2017,,2
6239,6240,xps,africa,2017-01-29,no,25,i9,linux,8,2017,,4
6240,6241,xps,africa,2017-01-30,no,25,i5,linux,16,2017,,2
6241,6242,xps,africa,2017-01-31,no,25,i7,linux,16,2017,,2
6242,6243,xps,africa,2017-02-01,no,26,i5,linux,4,2017,,4
6243,6244,xps,africa,2017-02-02,no,26,i3,linux,8,2017,,2
6244,6245,xps,africa,2017-02-03,no,26,i3,linux,8,2017,,2
6245,6246,xps,africa,2017-02-04,no,26,i9,Windows,8,2017,,3
6246,6247,xps,africa,2017-02-05,no,26,i5,Windows,4,2017,,1
6247,6248,xps,africa,2017-02-06,no,26,i3,linux,16,2017,,1
6248,6249,xps,africa,2017-02-07,no,26,i9,Windows,4,2017,,2
6249,6250,xps,africa,2017-02-08,no,26,i5,Windows,8,2017,,1
6250,6251,xps,africa,2017-02-09,no,26,i5,linux,4,2017,,0
6251,6252,xps,africa,2017-02-10,no,26,i5,Windows,8,2017,,3
6252,6253,xps,africa,2017-02-11,no,26,i3,linux,16,2017,,4
6253,6254,xps,africa,2017-02-12,no,26,i7,Windows,4,2017,,4
6254,6255,xps,africa,2017-02-13,no,26,i9,linux,16,2017,,0
6255,6256,xps,africa,2017-02-14,no,26,i7,linux,8,2017,,0
6256,6257,xps,africa,2017-02-15,no,26,i5,linux,8,2017,,0
6257,6258,xps,africa,2017-02-16,no,26,i9,Windows,4,2017,,1
6258,6259,xps,africa,2017-02-17,no,26,i7,Windows,8,2017,,2
6259,6260,xps,africa,2017-02-18,no,26,i9,linux,8,2017,,1
6260,6261,xps,africa,2017-02-19,no,26,i3,Windows,4,2017,,3
6261,6262,xps,africa,2017-02-20,no,26,i9,Windows,8,2017,,2
6262,6263,xps,africa,2017-02-21,no,26,i9,Windows,16,2017,,3
6263,6264,xps,africa,2017-02-22,no,26,i3,linux,16,2017,,0
6264,6265,xps,africa,2017-02-23,no,26,i9,linux,16,2017,,0
6265,6266,xps,africa,2017-02-24,no,26,i3,linux,16,2017,,2
6266,6267,xps,africa,2017-02-25,no,26,i3,Windows,8,2017,,2
6267,6268,xps,africa,2017-02-26,no,26,i5,Windows,4,2017,,2
6268,6269,xps,africa,2017-02-27,no,26,i9,linux,8,2017,,1
6269,6270,xps,africa,2017-02-28,no,26,i5,linux,16,2017,,2
6270,6271,xps,africa,2017-03-01,no,27,i7,linux,8,2017,,3
6271,6272,xps,africa,2017-03-02,no,27,i9,linux,16,2017,,5
6272,6273,xps,africa,2017-03-03,no,27,i7,Windows,16,2017,,0
6273,6274,xps,africa,2017-03-04,no,27,i5,linux,16,2017,,4
6274,6275,xps,africa,2017-03-05,no,27,i5,linux,4,2017,,0
6275,6276,xps,africa,2017-03-06,no,27,i5,Windows,4,2017,,1
6276,6277,xps,africa,2017-03-07,no,27,i3,linux,4,2017,,0
6277,6278,xps,africa,2017-03-08,no,27,i3,linux,4,2017,,0
6278,6279,xps,africa,2017-03-09,no,27,i7,Windows,4,2017,,4
6279,6280,xps,africa,2017-03-10,no,27,i3,linux,8,2017,,1
6280,6281,xps,africa,2017-03-11,no,27,i3,Windows,16,2017,,1
6281,6282,xps,africa,2017-03-12,no,27,i9,Windows,4,2017,,2
6282,6283,xps,africa,2017-03-13,no,27,i7,Windows,8,2017,,2
6283,6284,xps,africa,2017-03-14,no,27,i9,linux,4,2017,,2
6284,6285,xps,africa,2017-03-15,no,27,i3,linux,16,2017,,2
6285,6286,xps,africa,2017-03-16,no,27,i3,Windows,8,2017,,1
6286,6287,xps,africa,2017-03-17,no,27,i9,Windows,16,2017,,1
6287,6288,xps,africa,2017-03-18,no,27,i9,linux,8,2017,,0
6288,6289,xps,africa,2017-03-19,no,27,i3,linux,8,2017,,3
6289,6290,xps,africa,2017-03-20,no,27,i5,linux,8,2017,,0
6290,6291,xps,africa,2017-03-21,no,27,i3,Windows,4,2017,,2
6291,6292,xps,africa,2017-03-22,no,27,i3,Windows,4,2017,,2
6292,6293,xps,africa,2017-03-23,no,27,i7,linux,8,2017,,1
6293,6294,xps,africa,2017-03-24,no,27,i3,Windows,8,2017,,0
6294,6295,xps,africa,2017-03-25,no,27,i9,linux,4,2017,,1
6295,6296,xps,africa,2017-03-26,no,27,i3,linux,8,2017,,2
6296,6297,xps,africa,2017-03-27,no,27,i3,linux,8,2017,,0
6297,6298,xps,africa,2017-03-28,no,27,i3,linux,4,2017,,3
6298,6299,xps,africa,2017-03-29,no,27,i9,linux,16,2017,,1
6299,6300,xps,africa,2017-03-30,no,27,i5,linux,4,2017,,0
6300,6301,xps,africa,2017-03-31,no,27,i7,linux,4,2017,,3
6301,6302,xps,africa,2017-04-01,no,28,i3,linux,8,2017,,2
6302,6303,xps,africa,2017-04-02,no,28,i9,Windows,8,2017,,0
6303,6304,xps,africa,2017-04-03,no,28,i7,linux,16,2017,,2
6304,6305,xps,africa,2017-04-04,no,28,i3,linux,8,2017,,1
6305,6306,xps,africa,2017-04-05,no,28,i9,Windows,16,2017,,2
6306,6307,xps,africa,2017-04-06,no,28,i3,linux,8,2017,,2
6307,6308,xps,africa,2017-04-07,no,28,i7,linux,16,2017,,1
6308,6309,xps,africa,2017-04-08,no,28,i3,Windows,8,2017,,1
6309,6310,xps,africa,2017-04-09,no,28,i5,linux,8,2017,,2
6310,6311,xps,africa,2017-04-10,no,28,i5,linux,16,2017,,2
6311,6312,xps,africa,2017-04-11,no,28,i5,Windows,4,2017,,1
6312,6313,xps,africa,2017-04-12,summer,28,i3,linux,4,2017,,6
6313,6314,xps,africa,2017-04-13,summer,28,i9,Windows,16,2017,,8
6314,6315,xps,africa,2017-04-14,summer,28,i7,linux,16,2017,,9
6315,6316,xps,africa,2017-04-15,summer,28,i3,linux,16,2017,,12
6316,6317,xps,africa,2017-04-16,summer,28,i3,linux,8,2017,,11
6317,6318,xps,africa,2017-04-17,summer,28,i3,linux,4,2017,,11
6318,6319,xps,africa,2017-04-18,summer,28,i3,Windows,8,2017,,8
6319,6320,xps,africa,2017-04-19,no,28,i5,linux,16,2017,,2
6320,6321,xps,africa,2017-04-20,no,28,i9,linux,4,2017,,3
6321,6322,xps,africa,2017-04-21,no,28,i5,Windows,8,2017,,2
6322,6323,xps,africa,2017-04-22,no,28,i3,Windows,16,2017,,4
6323,6324,xps,africa,2017-04-23,no,28,i9,linux,16,2017,,2
6324,6325,xps,africa,2017-04-24,no,28,i7,linux,16,2017,,3
6325,6326,xps,africa,2017-04-25,no,28,i7,Windows,4,2017,,1
6326,6327,xps,africa,2017-04-26,no,28,i3,linux,8,2017,,2
6327,6328,xps,africa,2017-04-27,no,28,i9,linux,8,2017,,2
6328,6329,xps,africa,2017-04-28,no,28,i5,Windows,4,2017,,0
6329,6330,xps,africa,2017-04-29,no,28,i7,Windows,16,2017,,2
6330,6331,xps,africa,2017-04-30,no,28,i3,linux,8,2017,,1
6331,6332,xps,africa,2017-05-01,no,29,i7,linux,16,2017,,0
6332,6333,xps,africa,2017-05-02,no,29,i7,Windows,16,2017,,1
6333,6334,xps,africa,2017-05-03,no,29,i9,Windows,8,2017,,3
6334,6335,xps,africa,2017-05-04,no,29,i5,Windows,4,2017,,4
6335,6336,xps,africa,2017-05-05,no,29,i5,linux,4,2017,,2
6336,6337,xps,africa,2017-05-06,no,29,i9,linux,8,2017,,2
6337,6338,xps,africa,2017-05-07,no,29,i3,linux,8,2017,,1
6338,6339,xps,africa,2017-05-08,no,29,i5,linux,4,2017,,2
6339,6340,xps,africa,2017-05-09,no,29,i3,linux,8,2017,,2
6340,6341,xps,africa,2017-05-10,no,29,i5,Windows,4,2017,,8
6341,6342,xps,africa,2017-05-11,no,29,i3,Windows,16,2017,,1
6342,6343,xps,africa,2017-05-12,no,29,i9,Windows,8,2017,,2
6343,6344,xps,africa,2017-05-13,no,29,i5,Windows,8,2017,,2
6344,6345,xps,africa,2017-05-14,no,29,i5,Windows,16,2017,,0
6345,6346,xps,africa,2017-05-15,no,29,i7,linux,8,2017,,4
6346,6347,xps,africa,2017-05-16,no,29,i5,Windows,16,2017,,1
6347,6348,xps,africa,2017-05-17,no,29,i3,linux,4,2017,,2
6348,6349,xps,africa,2017-05-18,no,29,i3,linux,8,2017,,2
6349,6350,xps,africa,2017-05-19,no,29,i3,linux,16,2017,,3
6350,6351,xps,africa,2017-05-20,no,29,i5,linux,4,2017,,2
6351,6352,xps,africa,2017-05-21,no,29,i5,linux,4,2017,,3
6352,6353,xps,africa,2017-05-22,no,29,i9,Windows,4,2017,,0
6353,6354,xps,africa,2017-05-23,no,29,i7,linux,16,2017,,2
6354,6355,xps,africa,2017-05-24,no,29,i7,Windows,8,2017,,2
6355,6356,xps,africa,2017-05-25,no,29,i9,Windows,8,2017,,1
6356,6357,xps,africa,2017-05-26,no,29,i9,Windows,16,2017,,1
6357,6358,xps,africa,2017-05-27,no,29,i9,Windows,8,2017,,1
6358,6359,xps,africa,2017-05-28,no,29,i3,linux,4,2017,,4
6359,6360,xps,africa,2017-05-29,no,29,i3,linux,4,2017,,1
6360,6361,xps,africa,2017-05-30,no,29,i7,Windows,4,2017,,1
6361,6362,xps,africa,2017-05-31,no,29,i7,Windows,4,2017,,1
6362,6363,xps,africa,2017-06-01,no,30,i5,linux,4,2017,,1
6363,6364,xps,africa,2017-06-02,no,30,i5,Windows,4,2017,,2
6364,6365,xps,africa,2017-06-03,no,30,i9,linux,8,2017,,1
6365,6366,xps,africa,2017-06-04,no,30,i5,linux,16,2017,,2
6366,6367,xps,africa,2017-06-05,student,30,i3,Windows,16,2017,,16
6367,6368,xps,africa,2017-06-06,student,30,i9,Windows,4,2017,,8
6368,6369,xps,africa,2017-06-07,student,30,i7,Windows,4,2017,,8
6369,6370,xps,africa,2017-06-08,student,30,i5,Windows,16,2017,,9
6370,6371,xps,africa,2017-06-09,student,30,i3,linux,16,2017,,5
6371,6372,xps,africa,2017-06-10,student,30,i9,linux,8,2017,,4
6372,6373,xps,africa,2017-06-11,student,30,i5,Windows,4,2017,,12
6373,6374,xps,africa,2017-06-12,no,30,i7,Windows,16,2017,,5
6374,6375,xps,africa,2017-06-13,no,30,i9,linux,16,2017,,1
6375,6376,xps,africa,2017-06-14,no,30,i5,linux,16,2017,,4
6376,6377,xps,africa,2017-06-15,no,30,i9,linux,4,2017,,2
6377,6378,xps,africa,2017-06-16,no,30,i7,Windows,16,2017,,3
6378,6379,xps,africa,2017-06-17,no,30,i9,Windows,16,2017,,0
6379,6380,xps,africa,2017-06-18,no,30,i9,Windows,16,2017,,3
6380,6381,xps,africa,2017-06-19,no,30,i9,Windows,8,2017,,5
6381,6382,xps,africa,2017-06-20,no,30,i5,linux,4,2017,,2
6382,6383,xps,africa,2017-06-21,no,30,i5,Windows,4,2017,,4
6383,6384,xps,africa,2017-06-22,no,30,i5,Windows,4,2017,,4
6384,6385,xps,africa,2017-06-23,no,30,i9,linux,8,2017,,4
6385,6386,xps,africa,2017-06-24,no,30,i5,linux,8,2017,,2
6386,6387,xps,africa,2017-06-25,no,30,i5,Windows,16,2017,,2
6387,6388,xps,africa,2017-06-26,no,30,i9,Windows,16,2017,,1
6388,6389,xps,africa,2017-06-27,no,30,i7,Windows,8,2017,,3
6389,6390,xps,africa,2017-06-28,no,30,i5,linux,16,2017,,3
6390,6391,xps,africa,2017-06-29,no,30,i5,Windows,4,2017,,3
6391,6392,xps,africa,2017-06-30,no,30,i5,Windows,8,2017,,0
6392,6393,xps,africa,2017-07-01,no,31,i9,Windows,4,2017,,1
6393,6394,xps,africa,2017-07-02,no,31,i3,linux,16,2017,,1
6394,6395,xps,africa,2017-07-03,no,31,i7,Windows,16,2017,,3
6395,6396,xps,africa,2017-07-04,no,31,i5,linux,8,2017,,2
6396,6397,xps,africa,2017-07-05,no,31,i7,Windows,4,2017,,1
6397,6398,xps,africa,2017-07-06,student,31,i3,linux,16,2017,,11
6398,6399,xps,africa,2017-07-07,student,31,i5,Windows,8,2017,,9
6399,6400,xps,africa,2017-07-08,student,31,i9,linux,16,2017,,9
6400,6401,xps,africa,2017-07-09,student,31,i9,linux,4,2017,,5
6401,6402,xps,africa,2017-07-10,student,31,i9,linux,16,2017,,10
6402,6403,xps,africa,2017-07-11,student,31,i5,Windows,8,2017,,5
6403,6404,xps,africa,2017-07-12,student,31,i9,linux,16,2017,,7
6404,6405,xps,africa,2017-07-13,no,31,i7,Windows,16,2017,,4
6405,6406,xps,africa,2017-07-14,no,31,i5,Windows,4,2017,,3
6406,6407,xps,africa,2017-07-15,no,31,i9,Windows,8,2017,,2
6407,6408,xps,africa,2017-07-16,no,31,i7,linux,8,2017,,2
6408,6409,xps,africa,2017-07-17,no,31,i7,linux,4,2017,,0
6409,6410,xps,africa,2017-07-18,no,31,i9,Windows,4,2017,,5
6410,6411,xps,africa,2017-07-19,no,31,i3,Windows,16,2017,,5
6411,6412,xps,africa,2017-07-20,no,31,i3,Windows,8,2017,,4
6412,6413,xps,africa,2017-07-21,no,31,i3,Windows,16,2017,,3
6413,6414,xps,africa,2017-07-22,no,31,i5,linux,8,2017,,1
6414,6415,xps,africa,2017-07-23,no,31,i7,Windows,4,2017,,3
6415,6416,xps,africa,2017-07-24,no,31,i7,linux,8,2017,,4
6416,6417,xps,africa,2017-07-25,no,31,i5,linux,16,2017,,5
6417,6418,xps,africa,2017-07-26,no,31,i5,Windows,8,2017,,0
6418,6419,xps,africa,2017-07-27,no,31,i9,Windows,16,2017,,1
6419,6420,xps,africa,2017-07-28,no,31,i3,Windows,4,2017,,7
6420,6421,xps,africa,2017-07-29,no,31,i5,linux,8,2017,,1
6421,6422,xps,africa,2017-07-30,no,31,i9,linux,4,2017,,3
6422,6423,xps,africa,2017-07-31,no,31,i7,linux,8,2017,,1
6423,6424,xps,africa,2017-08-01,no,32,i5,Windows,16,2017,,3
6424,6425,xps,africa,2017-08-02,no,32,i9,linux,4,2017,,3
6425,6426,xps,africa,2017-08-03,no,32,i3,linux,8,2017,,3
6426,6427,xps,africa,2017-08-04,no,32,i7,Windows,4,2017,,0
6427,6428,xps,africa,2017-08-05,no,32,i5,Windows,8,2017,,1
6428,6429,xps,africa,2017-08-06,no,32,i7,linux,16,2017,,3
6429,6430,xps,africa,2017-08-07,no,32,i9,Windows,16,2017,,2
6430,6431,xps,africa,2017-08-08,no,32,i9,Windows,4,2017,,2
6431,6432,xps,africa,2017-08-09,no,32,i5,Windows,8,2017,,4
6432,6433,xps,africa,2017-08-10,no,32,i3,linux,16,2017,,3
6433,6434,xps,africa,2017-08-11,no,32,i9,linux,4,2017,,2
6434,6435,xps,africa,2017-08-12,no,32,i5,linux,16,2017,,4
6435,6436,xps,africa,2017-08-13,no,32,i7,Windows,4,2017,,2
6436,6437,xps,africa,2017-08-14,no,32,i9,linux,16,2017,,2
6437,6438,xps,africa,2017-08-15,no,32,i7,linux,8,2017,,4
6438,6439,xps,africa,2017-08-16,no,32,i5,linux,4,2017,,1
6439,6440,xps,africa,2017-08-17,no,32,i9,linux,16,2017,,2
6440,6441,xps,africa,2017-08-18,no,32,i9,linux,16,2017,,0
6441,6442,xps,africa,2017-08-19,no,32,i5,Windows,16,2017,,6
6442,6443,xps,africa,2017-08-20,no,32,i3,linux,16,2017,,1
6443,6444,xps,africa,2017-08-21,no,32,i5,linux,8,2017,,4
6444,6445,xps,africa,2017-08-22,no,32,i7,Windows,4,2017,,1
6445,6446,xps,africa,2017-08-23,no,32,i7,Windows,4,2017,,0
6446,6447,xps,africa,2017-08-24,no,32,i7,linux,16,2017,,0
6447,6448,xps,africa,2017-08-25,no,32,i5,Windows,8,2017,,1
6448,6449,xps,africa,2017-08-26,no,32,i5,linux,8,2017,,0
6449,6450,xps,africa,2017-08-27,no,32,i7,linux,16,2017,,1
6450,6451,xps,africa,2017-08-28,no,32,i3,Windows,16,2017,,2
6451,6452,xps,africa,2017-08-29,no,32,i9,linux,16,2017,,2
6452,6453,xps,africa,2017-08-30,no,32,i3,Windows,4,2017,,3
6453,6454,xps,africa,2017-08-31,no,32,i7,Windows,4,2017,,3
6454,6455,xps,africa,2017-09-01,no,33,i5,linux,16,2017,,2
6455,6456,xps,africa,2017-09-02,no,33,i3,Windows,8,2017,,1
6456,6457,xps,africa,2017-09-03,no,33,i7,linux,4,2017,,3
6457,6458,xps,africa,2017-09-04,no,33,i3,linux,8,2017,,1
6458,6459,xps,africa,2017-09-05,no,33,i9,linux,16,2017,,2
6459,6460,xps,africa,2017-09-06,no,33,i9,Windows,8,2017,,4
6460,6461,xps,africa,2017-09-07,no,33,i9,Windows,4,2017,,3
6461,6462,xps,africa,2017-09-08,no,33,i9,Windows,16,2017,,1
6462,6463,xps,africa,2017-09-09,no,33,i9,Windows,4,2017,,1
6463,6464,xps,africa,2017-09-10,no,33,i7,Windows,8,2017,,1
6464,6465,xps,africa,2017-09-11,no,33,i9,linux,16,2017,,5
6465,6466,xps,africa,2017-09-12,no,33,i5,Windows,8,2017,,4
6466,6467,xps,africa,2017-09-13,no,33,i7,Windows,8,2017,,1
6467,6468,xps,africa,2017-09-14,no,33,i9,linux,8,2017,,0
6468,6469,xps,africa,2017-09-15,no,33,i7,Windows,4,2017,,1
6469,6470,xps,africa,2017-09-16,no,33,i3,linux,8,2017,,2
6470,6471,xps,africa,2017-09-17,no,33,i9,linux,16,2017,,0
6471,6472,xps,africa,2017-09-18,no,33,i5,linux,8,2017,,1
6472,6473,xps,africa,2017-09-19,no,33,i9,Windows,16,2017,,2
6473,6474,xps,africa,2017-09-20,no,33,i3,Windows,16,2017,,3
6474,6475,xps,africa,2017-09-21,no,33,i9,linux,16,2017,,4
6475,6476,xps,africa,2017-09-22,no,33,i3,Windows,4,2017,,2
6476,6477,xps,africa,2017-09-23,no,33,i9,Windows,16,2017,,1
6477,6478,xps,africa,2017-09-24,no,33,i3,linux,16,2017,,0
6478,6479,xps,africa,2017-09-25,no,33,i3,Windows,8,2017,,4
6479,6480,xps,africa,2017-09-26,no,33,i9,linux,4,2017,,3
6480,6481,xps,africa,2017-09-27,no,33,i7,Windows,4,2017,,1
6481,6482,xps,africa,2017-09-28,no,33,i7,linux,4,2017,,2
6482,6483,xps,africa,2017-09-29,no,33,i3,Windows,4,2017,,1
6483,6484,xps,africa,2017-09-30,no,33,i9,linux,8,2017,,2
6484,6485,xps,africa,2017-10-01,no,34,i3,linux,8,2017,,3
6485,6486,xps,africa,2017-10-02,no,34,i7,linux,8,2017,,0
6486,6487,xps,africa,2017-10-03,no,34,i3,linux,16,2017,,1
6487,6488,xps,africa,2017-10-04,no,34,i3,Windows,16,2017,,0
6488,6489,xps,africa,2017-10-05,no,34,i3,Windows,8,2017,,1
6489,6490,xps,africa,2017-10-06,no,34,i7,Windows,8,2017,,1
6490,6491,xps,africa,2017-10-07,no,34,i5,Windows,8,2017,,5
6491,6492,xps,africa,2017-10-08,no,34,i7,Windows,8,2017,,3
6492,6493,xps,africa,2017-10-09,no,34,i3,linux,16,2017,,0
6493,6494,xps,africa,2017-10-10,no,34,i3,Windows,8,2017,,2
6494,6495,xps,africa,2017-10-11,no,34,i9,Windows,8,2017,,1
6495,6496,xps,africa,2017-10-12,no,34,i5,linux,8,2017,,1
6496,6497,xps,africa,2017-10-13,no,34,i5,Windows,4,2017,,2
6497,6498,xps,africa,2017-10-14,no,34,i9,linux,4,2017,,2
6498,6499,xps,africa,2017-10-15,no,34,i5,Windows,4,2017,,4
6499,6500,xps,africa,2017-10-16,no,34,i3,Windows,16,2017,,0
6500,6501,xps,africa,2017-10-17,no,34,i9,Windows,4,2017,,0
6501,6502,xps,africa,2017-10-18,no,34,i9,linux,8,2017,,2
6502,6503,xps,africa,2017-10-19,no,34,i5,Windows,4,2017,,0
6503,6504,xps,africa,2017-10-20,no,34,i3,Windows,16,2017,,3
6504,6505,xps,africa,2017-10-21,no,34,i7,linux,8,2017,,1
6505,6506,xps,africa,2017-10-22,no,34,i9,linux,8,2017,,0
6506,6507,xps,africa,2017-10-23,no,34,i3,linux,8,2017,,1
6507,6508,xps,africa,2017-10-24,no,34,i5,linux,16,2017,,0
6508,6509,xps,africa,2017-10-25,no,34,i7,Windows,8,2017,,1
6509,6510,xps,africa,2017-10-26,no,34,i3,linux,16,2017,,3
6510,6511,xps,africa,2017-10-27,no,34,i9,linux,16,2017,,5
6511,6512,xps,africa,2017-10-28,no,34,i5,Windows,4,2017,,4
6512,6513,xps,africa,2017-10-29,no,34,i7,Windows,4,2017,,5
6513,6514,xps,africa,2017-10-30,no,34,i5,linux,4,2017,,5
6514,6515,xps,africa,2017-10-31,no,34,i9,Windows,4,2017,,2
6515,6516,xps,africa,2017-11-01,no,35,i5,linux,8,2017,,0
6516,6517,xps,africa,2017-11-02,no,35,i9,linux,4,2017,,1
6517,6518,xps,africa,2017-11-03,no,35,i3,linux,4,2017,,0
6518,6519,xps,africa,2017-11-04,no,35,i9,Windows,8,2017,,1
6519,6520,xps,africa,2017-11-05,no,35,i7,Windows,4,2017,,1
6520,6521,xps,africa,2017-11-06,no,35,i3,Windows,8,2017,,0
6521,6522,xps,africa,2017-11-07,no,35,i7,Windows,16,2017,,2
6522,6523,xps,africa,2017-11-08,diwali,35,i5,linux,4,2017,,8
6523,6524,xps,africa,2017-11-09,diwali,35,i5,linux,16,2017,,8
6524,6525,xps,africa,2017-11-10,diwali,35,i7,Windows,8,2017,,5
6525,6526,xps,africa,2017-11-11,diwali,35,i7,linux,4,2017,,5
6526,6527,xps,africa,2017-11-12,diwali,35,i9,Windows,8,2017,,10
6527,6528,xps,africa,2017-11-13,diwali,35,i9,linux,8,2017,,8
6528,6529,xps,africa,2017-11-14,diwali,35,i7,Windows,4,2017,,7
6529,6530,xps,africa,2017-11-15,no,35,i3,linux,16,2017,,3
6530,6531,xps,africa,2017-11-16,no,35,i5,linux,16,2017,,4
6531,6532,xps,africa,2017-11-17,no,35,i7,linux,16,2017,,1
6532,6533,xps,africa,2017-11-18,no,35,i7,linux,4,2017,,4
6533,6534,xps,africa,2017-11-19,no,35,i3,linux,16,2017,,0
6534,6535,xps,africa,2017-11-20,no,35,i3,Windows,8,2017,,3
6535,6536,xps,africa,2017-11-21,no,35,i9,linux,4,2017,,3
6536,6537,xps,africa,2017-11-22,no,35,i3,Windows,4,2017,,1
6537,6538,xps,africa,2017-11-23,no,35,i7,Windows,16,2017,,6
6538,6539,xps,africa,2017-11-24,no,35,i9,linux,8,2017,,0
6539,6540,xps,africa,2017-11-25,no,35,i9,linux,8,2017,,2
6540,6541,xps,africa,2017-11-26,no,35,i5,linux,16,2017,,2
6541,6542,xps,africa,2017-11-27,no,35,i9,linux,4,2017,,1
6542,6543,xps,africa,2017-11-28,no,35,i3,linux,16,2017,,1
6543,6544,xps,africa,2017-11-29,no,35,i3,Windows,16,2017,,2
6544,6545,xps,africa,2017-11-30,no,35,i5,linux,16,2017,,1
6545,6546,xps,africa,2017-12-01,no,36,i5,linux,4,2017,,1
6546,6547,xps,africa,2017-12-02,no,36,i7,linux,16,2017,,3
6547,6548,xps,africa,2017-12-03,no,36,i7,linux,8,2017,,3
6548,6549,xps,africa,2017-12-04,no,36,i3,Windows,8,2017,,2
6549,6550,xps,africa,2017-12-05,no,36,i5,Windows,4,2017,,1
6550,6551,xps,africa,2017-12-06,no,36,i7,linux,8,2017,,0
6551,6552,xps,africa,2017-12-07,no,36,i5,Windows,16,2017,,2
6552,6553,xps,africa,2017-12-08,no,36,i3,linux,4,2017,,2
6553,6554,xps,africa,2017-12-09,no,36,i5,Windows,4,2017,,3
6554,6555,xps,africa,2017-12-10,no,36,i9,Windows,16,2017,,0
6555,6556,xps,africa,2017-12-11,no,36,i5,Windows,16,2017,,1
6556,6557,xps,africa,2017-12-12,no,36,i3,Windows,8,2017,,3
6557,6558,xps,africa,2017-12-13,no,36,i7,linux,4,2017,,2
6558,6559,xps,africa,2017-12-14,no,36,i3,Windows,8,2017,,1
6559,6560,xps,africa,2017-12-15,no,36,i3,Windows,4,2017,,4
6560,6561,xps,africa,2017-12-16,no,36,i7,Windows,16,2017,,1
6561,6562,xps,africa,2017-12-17,no,36,i3,Windows,16,2017,,5
6562,6563,xps,africa,2017-12-18,no,36,i9,Windows,16,2017,,1
6563,6564,xps,africa,2017-12-19,no,36,i7,Windows,4,2017,,3
6564,6565,xps,africa,2017-12-20,no,36,i3,Windows,16,2017,,1
6565,6566,xps,africa,2017-12-21,no,36,i9,linux,4,2017,,0
6566,6567,xps,africa,2017-12-22,christmas,36,i3,linux,4,2017,,13
6567,6568,xps,africa,2017-12-23,christmas,36,i9,linux,8,2017,,14
6568,6569,xps,africa,2017-12-24,christmas,36,i3,Windows,4,2017,,12
6569,6570,xps,africa,2017-12-25,christmas,36,i3,Windows,8,2017,,10
6570,6571,xps,africa,2017-12-26,christmas,36,i3,Windows,8,2017,,16
6571,6572,xps,africa,2017-12-27,christmas,36,i5,linux,16,2017,,15
6572,6573,xps,africa,2017-12-28,christmas,36,i9,linux,4,2017,,17
6573,6574,xps,africa,2017-12-29,no,36,i7,linux,4,2017,,1
6574,6575,xps,africa,2017-12-30,no,36,i5,linux,4,2017,,3
6575,6576,xps,africa,2017-12-31,no,36,i3,Windows,16,2017,,2
6576,6577,vostro,europe,2015-01-01,no,1,i3,Windows,8,2015,,1
6577,6578,vostro,europe,2015-01-02,no,1,i9,Windows,8,2015,,1
6578,6579,vostro,europe,2015-01-03,no,1,i3,Windows,16,2015,,5
6579,6580,vostro,europe,2015-01-04,no,1,i7,Windows,16,2015,,3
6580,6581,vostro,europe,2015-01-05,no,1,i9,linux,4,2015,,2
6581,6582,vostro,europe,2015-01-06,no,1,i9,Windows,4,2015,,3
6582,6583,vostro,europe,2015-01-07,no,1,i3,linux,8,2015,,5
6583,6584,vostro,europe,2015-01-08,no,1,i9,Windows,8,2015,,4
6584,6585,vostro,europe,2015-01-09,no,1,i3,linux,8,2015,,2
6585,6586,vostro,europe,2015-01-10,no,1,i9,linux,8,2015,,1
6586,6587,vostro,europe,2015-01-11,no,1,i7,linux,16,2015,,3
6587,6588,vostro,europe,2015-01-12,no,1,i3,Windows,16,2015,,4
6588,6589,vostro,europe,2015-01-13,no,1,i5,linux,4,2015,,6
6589,6590,vostro,europe,2015-01-14,no,1,i9,linux,16,2015,,3
6590,6591,vostro,europe,2015-01-15,no,1,i9,Windows,8,2015,,7
6591,6592,vostro,europe,2015-01-16,no,1,i9,Windows,16,2015,,4
6592,6593,vostro,europe,2015-01-17,no,1,i5,linux,4,2015,,2
6593,6594,vostro,europe,2015-01-18,no,1,i3,Windows,16,2015,,1
6594,6595,vostro,europe,2015-01-19,no,1,i5,Windows,16,2015,,1
6595,6596,vostro,europe,2015-01-20,no,1,i7,linux,4,2015,,8
6596,6597,vostro,europe,2015-01-21,no,1,i7,Windows,4,2015,,2
6597,6598,vostro,europe,2015-01-22,no,1,i7,linux,16,2015,,1
